"Study_id","train_layer","test_layer","threshold","TP","FN","TN","FP","specificity","precision","recall","f1_score","balanced_accuracy","mcc","mse","rmse"
"1_Bartomeus",7,2,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,8.73495799273424,2.75097535573358
"1_Bartomeus",7,2,0.5,5.34,1.66,2.54,4.46,0.362857142857143,0.549082972582973,0.762857142857143,0.634462982493942,0.562857142857143,0.140389752730299,8.73495799273424,2.75097535573358
"1_Bartomeus",7,2,0.6,4.26,2.74,3.62,3.38,0.517142857142857,0.558890331890332,0.608571428571429,0.573449955273485,0.562857142857143,0.133578955389696,8.73495799273424,2.75097535573358
"1_Bartomeus",7,2,0.7,3.08,3.92,4.74,2.26,0.677142857142857,0.57734126984127,0.44,0.485711510711511,0.558571428571428,0.12327290590715,8.73495799273424,2.75097535573358
"1_Bartomeus",7,2,0.8,2.44,4.56,5.44,1.56,0.777142857142857,0.619904761904762,0.348571428571429,0.446953856328856,0.562857142857143,0.14370037956553,8.73495799273424,2.75097535573358
"1_Bartomeus",7,2,0.9,1.9,5.1,6.04,0.96,0.862857142857143,0.686904761904762,0.271428571428571,0.400951887618554,0.567142857142857,0.176650563569609,8.73495799273424,2.75097535573358
"1_Bartomeus",7,2,1,0,7,7,0,1,NA,0,NA,0.5,NA,8.73495799273424,2.75097535573358
"1_Bartomeus",7,3,0,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.1,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.2,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.3,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.4,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.5,4.76,1.24,1.98,4.02,0.33,0.549579365079365,0.793333333333333,0.644081790758261,0.561666666666667,0.130024122802251,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.6,2.22,3.78,3.64,2.36,0.606666666666667,0.48881746031746,0.37,0.413077625322523,0.488333333333333,-0.0244119539414424,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.7,1.58,4.42,4.78,1.22,0.796666666666667,0.594890873015873,0.263333333333333,0.391486669895761,0.53,0.0834013477579316,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.8,0.9,5.1,5.2,0.8,0.866666666666667,0.558333333333333,0.15,0.314296324590442,0.508333333333333,0.0361310826712153,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,0.9,0.52,5.48,5.82,0.18,0.97,0.8,0.0866666666666667,0.28968253968254,0.528333333333333,0.191940363731133,5.21182506403131,1.91008199329529
"1_Bartomeus",7,3,1,0,6,6,0,1,NA,0,NA,0.5,NA,5.21182506403131,1.91008199329529
"1_Bartomeus",7,4,0,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.1,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.5,6.52,1.48,2.88,5.12,0.36,0.561365856365856,0.815,0.66150232863411,0.5875,0.206485958126711,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.6,5.04,2.96,4.7,3.3,0.5875,0.613886113886114,0.63,0.61434475328593,0.60875,0.22336194245624,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.7,3.72,4.28,5.92,2.08,0.74,0.648404761904762,0.465,0.526808515014397,0.6025,0.219410174609206,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.8,2.02,5.98,7,1,0.875,0.675541125541126,0.2525,0.402327434470292,0.56375,0.178519861512936,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,0.9,0.68,7.32,7.76,0.24,0.97,0.8,0.085,0.321374181374181,0.5275,0.199886973669735,2.62103209605566,1.48926421145986
"1_Bartomeus",7,4,1,0,8,8,0,1,NA,0,NA,0.5,NA,2.62103209605566,1.48926421145986
"1_Bartomeus",7,5,0,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.1,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.2,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.3,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.4,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.5,11.88,2.12,4.56,9.44,0.325714285714286,0.560570374489482,0.848571428571429,0.672850243321606,0.587142857142857,0.206484706820921,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.6,9.08,4.92,9.28,4.72,0.662857142857143,0.664436007920528,0.648571428571429,0.650554896640136,0.655714285714286,0.317245448915541,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.7,5.46,8.54,11.18,2.82,0.798571428571429,0.6680106005106,0.39,0.482195127796878,0.594285714285714,0.210620419984317,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.8,1.92,12.08,12.88,1.12,0.92,0.643700396825397,0.137142857142857,0.246620701709711,0.528571428571429,0.0969034847991661,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,0.9,0.5,13.5,13.88,0.12,0.991428571428571,0.82,0.0357142857142857,0.148106060606061,0.513571428571429,0.133356058433049,5.25710287320974,2.14392090870391
"1_Bartomeus",7,5,1,0,14,14,0,1,NA,0,NA,0.5,NA,5.25710287320974,2.14392090870391
"1_Bartomeus",7,6,0,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.1,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.2,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.3,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.4,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.5,4.34,0.66,2.06,2.94,0.412,0.610309523809524,0.868,0.707964923964924,0.64,0.333815726852479,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.6,3.5,1.5,3.04,1.96,0.608,0.652777777777778,0.7,0.665653235653236,0.654,0.318970878681343,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.7,2.26,2.74,3.48,1.52,0.696,0.610857142857143,0.452,0.522050290135396,0.574,0.160695421845635,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.8,1.4,3.6,4.3,0.7,0.86,0.73037037037037,0.28,0.424098124098124,0.57,0.205796856999673,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,0.9,0.58,4.42,4.6,0.4,0.92,0.647058823529412,0.116,0.341575091575092,0.518,0.0931372549019608,3.53852474237091,1.80150417385685
"1_Bartomeus",7,6,1,0,5,5,0,1,NA,0,NA,0.5,NA,3.53852474237091,1.80150417385685
"1_Bartomeus",7,7,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.5,5.56,1.44,3.22,3.78,0.46,0.605214396714397,0.794285714285714,0.679098333726817,0.627142857142857,0.280694765248073,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.6,5,2,4.08,2.92,0.582857142857143,0.644965478965479,0.714285714285714,0.665929124710858,0.648571428571429,0.315736667177416,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.7,4.4,2.6,4.92,2.08,0.702857142857143,0.690285714285714,0.628571428571429,0.640893877364466,0.665714285714286,0.346054508469036,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.8,3.56,3.44,5.48,1.52,0.782857142857143,0.718,0.508571428571429,0.574329448329448,0.645714285714286,0.315350309462758,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,0.9,2.4,4.6,5.92,1.08,0.845714285714286,0.684547619047619,0.342857142857143,0.4622181600905,0.594285714285714,0.216508982025707,9.65574398824627,2.84855682264823
"1_Bartomeus",7,7,1,0,7,7,0,1,NA,0,NA,0.5,NA,9.65574398824627,2.84855682264823
"1_Bartomeus",7,8,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.5,5.96,1.04,2.4,4.6,0.342857142857143,0.567165556665557,0.851428571428571,0.677588358150278,0.597142857142857,0.234913117526038,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.6,2.4,4.6,4.76,2.24,0.68,0.494222222222222,0.342857142857143,0.432296037296037,0.511428571428571,0.0163188886549277,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.7,0.76,6.24,6.28,0.72,0.897142857142857,0.5,0.108571428571429,0.30016835016835,0.502857142857143,0.0057489036299952,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.8,0.34,6.66,6.62,0.38,0.945714285714286,0.517857142857143,0.0485714285714286,0.256944444444444,0.497142857142857,-0.00411944567646896,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,0.9,0,7,6.7,0.3,0.957142857142857,0,0,NA,0.478571428571429,-0.324949440785796,5.0582529917955,2.08126217872317
"1_Bartomeus",7,8,1,0,7,7,0,1,NA,0,NA,0.5,NA,5.0582529917955,2.08126217872317
"1_Bartomeus",7,9,0,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.1,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.2,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.3,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.4,15,0,0,15,0,0.5,1,0.666666666666667,0.5,NA,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.5,13.54,1.46,6.16,8.84,0.410666666666667,0.611357899708742,0.902666666666667,0.726280528645571,0.656666666666667,0.3607741927734,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.6,9.04,5.96,10.36,4.64,0.690666666666667,0.673230796121663,0.602666666666667,0.628759549218551,0.646666666666667,0.300551807927119,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.7,4.08,10.92,13.64,1.36,0.909333333333333,0.75968253968254,0.272,0.394573076961178,0.590666666666667,0.238060862383323,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.8,1.48,13.52,14.46,0.54,0.964,0.750108225108225,0.0986666666666667,0.203776971558063,0.531333333333333,0.135304643473837,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,0.9,0.02,14.98,15,0,1,1,0.00133333333333333,0.125,0.500666666666667,0.185695338177052,3.60470406898636,1.84754216640442
"1_Bartomeus",7,9,1,0,15,15,0,1,NA,0,NA,0.5,NA,3.60470406898636,1.84754216640442
"1_Bartomeus",7,10,0,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.1,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.2,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.3,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.4,9,0,0,9,0,0.5,1,0.666666666666667,0.5,NA,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.5,7.92,1.08,3.32,5.68,0.368888888888889,0.586353470059352,0.88,0.70137080448156,0.624444444444444,0.290144677406203,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.6,5.38,3.62,6.36,2.64,0.706666666666667,0.68026911976912,0.597777777777778,0.623286671741982,0.652222222222222,0.316557582418667,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.7,2.02,6.98,8.32,0.68,0.924444444444444,0.742176870748299,0.224444444444444,0.351320310894779,0.574444444444444,0.205329305554437,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.8,1.28,7.72,8.8,0.2,0.977777777777778,0.8725,0.142222222222222,0.306312606312606,0.56,0.243763711515573,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,0.9,0.42,8.58,8.96,0.04,0.995555555555556,0.916666666666667,0.0466666666666667,0.235828877005348,0.521111111111111,0.225819326506806,2.09349900766199,1.37001921477604
"1_Bartomeus",7,10,1,0,9,9,0,1,NA,0,NA,0.5,NA,2.09349900766199,1.37001921477604
"1_Bartomeus",7,11,0,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.1,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.2,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.3,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.4,11,0,0,11,0,0.5,1,0.666666666666667,0.5,NA,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.5,9.7,1.3,3,8,0.272727272727273,0.549741658066735,0.881818181818182,0.675845871707496,0.577272727272727,0.193967207862319,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.6,6.5,4.5,7.54,3.46,0.685454545454545,0.657306304806305,0.590909090909091,0.615575394640208,0.638181818181818,0.282330130008114,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.7,3.54,7.46,9.8,1.2,0.890909090909091,0.755844155844156,0.321818181818182,0.453016311854354,0.606363636363636,0.264469800146155,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.8,1.56,9.44,10.58,0.42,0.961818181818182,0.806060606060606,0.141818181818182,0.277554774254918,0.551818181818182,0.194899438049656,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,0.9,0.08,10.92,10.96,0.04,0.996363636363636,0.7,0.00727272727272728,0.163461538461538,0.501818181818182,0.087287156094397,1.71636466832754,1.25804279073393
"1_Bartomeus",7,11,1,0,11,11,0,1,NA,0,NA,0.5,NA,1.71636466832754,1.25804279073393
"1_Bartomeus",7,12,0,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.1,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.5,6.86,1.14,2.84,5.16,0.355,0.576902264402264,0.8575,0.68610318897686,0.60625,0.247824834815053,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.6,5.8,2.2,4.66,3.34,0.5825,0.643406648906649,0.725,0.673492356113099,0.65375,0.322689700449502,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.7,3.6,4.4,6.46,1.54,0.8075,0.72347619047619,0.45,0.548941861126735,0.62875,0.285506786633771,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.8,1.28,6.72,7,1,0.875,0.536363636363636,0.16,0.32596990311276,0.5175,0.045517745807072,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,0.9,0.46,7.54,7.58,0.42,0.9475,0.553763440860215,0.0575,0.217539026629936,0.5025,0.022985137141241,2.10579682558431,1.39739988526782
"1_Bartomeus",7,12,1,0,8,8,0,1,NA,0,NA,0.5,NA,2.10579682558431,1.39739988526782
"1_Bartomeus",8,1,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.5,5.12,1.88,3.12,3.88,0.445714285714286,0.582530192030192,0.731428571428571,0.636258835935307,0.588571428571429,0.188662482475784,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.6,3.48,3.52,5.66,1.34,0.808571428571429,0.754571428571429,0.497142857142857,0.577558996558997,0.652857142857143,0.336760492548462,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.7,3.2,3.8,5.9,1.1,0.842857142857143,0.780785714285714,0.457142857142857,0.549966366966367,0.65,0.340346264934241,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.8,0.28,6.72,6.78,0.22,0.968571428571429,0.642857142857143,0.04,0.248015873015873,0.504285714285714,0.0613485488842838,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,0.9,0,7,6.98,0.02,0.997142857142857,0,0,NA,0.498571428571429,-0.277350098112615,2.12133317654379,1.24132830027294
"1_Bartomeus",8,1,1,0,7,7,0,1,NA,0,NA,0.5,NA,2.12133317654379,1.24132830027294
"1_Bartomeus",8,2,0,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.1,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.2,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.3,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.4,7,0,0,7,0,0.5,1,0.666666666666667,0.5,NA,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.5,4.48,2.52,3.1,3.9,0.442857142857143,0.54681746031746,0.64,0.580060004838643,0.541428571428571,0.084503336870752,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.6,2.96,4.04,5.28,1.72,0.754285714285714,0.641333333333333,0.422857142857143,0.50571016285302,0.588571428571429,0.192661895268231,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.7,1.64,5.36,5.96,1.04,0.851428571428571,0.641496598639456,0.234285714285714,0.374676099094704,0.542857142857143,0.118239708881779,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.8,0.9,6.1,6.6,0.4,0.942857142857143,0.723577235772358,0.128571428571429,0.300074272133096,0.535714285714286,0.144340037712054,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,0.9,0.38,6.62,6.8,0.2,0.971428571428571,0.68,0.0542857142857143,0.244152046783626,0.512857142857143,0.0998460353205412,10.4879363572811,3.01031343793282
"1_Bartomeus",8,2,1,0,7,7,0,1,NA,0,NA,0.5,NA,10.4879363572811,3.01031343793282
"1_Bartomeus",8,3,0,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.1,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.2,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.3,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.4,6,0,0,6,0,0.5,1,0.666666666666667,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.5,4.8,1.2,2.82,3.18,0.47,0.613484848484849,0.8,0.684705601587955,0.635,0.305137099107506,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.6,1.64,4.36,4.7,1.3,0.783333333333333,0.59047619047619,0.273333333333333,0.39298380631714,0.528333333333333,0.0784300216861677,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.7,0.72,5.28,5.2,0.8,0.866666666666667,0.467521367521368,0.12,0.300004975867045,0.493333333333333,-0.0243317449384251,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.8,0,6,5.98,0.02,0.996666666666667,0,0,NA,0.498333333333333,-0.301511344577764,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,0.9,0,6,6,0,1,NA,0,NA,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,3,1,0,6,6,0,1,NA,0,NA,0.5,NA,5.70409302706623,1.96951130189348
"1_Bartomeus",8,4,0,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.1,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.2,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.3,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.4,8,0,0,8,0,0.5,1,0.666666666666667,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.5,6.28,1.72,3.32,4.68,0.415,0.578828504828505,0.785,0.660832742555451,0.6,0.220093665814477,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.6,2.58,5.42,6.32,1.68,0.79,0.613521512501104,0.3225,0.416085559177664,0.55625,0.133819648857966,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.7,0.52,7.48,7.6,0.4,0.95,0.598039215686274,0.065,0.228451178451178,0.5075,0.0479387788108532,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.8,0,8,7.98,0.02,0.9975,0,0,NA,0.49875,-0.258198889747161,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,0.9,0,8,8,0,1,NA,0,NA,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,4,1,0,8,8,0,1,NA,0,NA,0.5,NA,3.36262485823777,1.6463561321341
"1_Bartomeus",8,5,0,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.1,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.2,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.3,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.4,14,0,0,14,0,0.5,1,0.666666666666667,0.5,NA,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.5,12.44,1.56,4.84,9.16,0.345714285714286,0.578610981747945,0.888571428571429,0.699038745209074,0.617142857142857,0.285145438412319,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.6,8.48,5.52,9.44,4.56,0.674285714285714,0.656690257454963,0.605714285714286,0.623960965623207,0.64,0.285374937072335,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.7,5.36,8.64,11.56,2.44,0.825714285714286,0.700156898656899,0.382857142857143,0.485904024088463,0.604285714285714,0.238031545633068,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.8,2.58,11.42,13.28,0.72,0.948571428571429,0.809333333333333,0.184285714285714,0.29375472996216,0.566428571428571,0.211018525631469,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,0.9,0.38,13.62,13.94,0.06,0.995714285714286,0.894736842105263,0.0271428571428571,0.147058823529412,0.511428571428571,0.156402702859519,4.88186094930689,2.10281843721597
"1_Bartomeus",8,5,1,0,14,14,0,1,NA,0,NA,0.5,NA,4.88186094930689,2.10281843721597
"1_Bartomeus",8,6,0,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.1,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.2,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.3,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.4,5,0,0,5,0,0.5,1,0.666666666666667,0.5,NA,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.5,3.96,1.04,1.8,3.2,0.36,0.554849206349206,0.792,0.658957708957709,0.576,0.168608113926762,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.6,1.9,3.1,3.64,1.36,0.728,0.569904761904762,0.38,0.487772967772968,0.554,0.111629971188083,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.7,0.78,4.22,4.44,0.56,0.888,0.588235294117647,0.156,0.386904761904762,0.522,0.0829800099227836,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.8,0.46,4.54,4.94,0.06,0.988,0.886363636363636,0.092,0.366666666666667,0.54,0.28030303030303,2.961649635852,1.58273521801096
"1_Bartomeus",8,6,0.9,0,5,5,0,1,NA,0,NA,0.5,NA,2.961649635852,1.58273521801096
